Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53
37,-19.8172,0.0292711,0.023726,0.0174786,-0.199933,0.145543,-0.0781283,-0.232342,0.138462,-0.126119,-0.131229,0.19386,0.144389,0.0623279,-0.19669,-0.0240334,-0.00803405,-0.167774,0.15719,-0.0244591,0.295353,0.0886167,0.0951802,-0.0417727,0.0108475,-0.220119,-0.127037,0.074934,-0.0369605,0.0661349,0.0648626,0.231053,-0.0060036,-0.125652,0.0413266,-0.0104472,-0.0942475,-0.323825,-0.170738,-0.116175,0.0588979,-0.114906,0.0452577,-0.160109,-0.105106,-0.11696,-0.181513,-0.0771555,0.203456,0.0865558,-0.201143,0.198623,-0.122679,0.0585648,-0.028207
38,19.0262,0.189354,0.0210436,-0.167954,0.0924754,0.0837525,0.144741,0.151484,0.0212708,0.262098,-0.220601,-0.107991,-0.0796845,0.0894248,-0.224768,0.101455,-0.0718696,-0.154293,0.1156,-0.270229,0.10243,-0.140014,0.0510375,0.211933,-0.160456,0.151654,0.0168058,-0.075644,-0.149617,0.0904482,-0.0402882,0.137359,0.0210265,-0.14446,0.0619005,0.0927185,-0.0738934,0.0459141,-0.0418719,0.113174,0.121194,0.0567711,-0.091579,0.0871345,0.0322316,0.267705,-0.117944,-0.421606,-0.0128847,-0.0645406,0.117042,-0.0110606,0.0101008,0.0152414,0.000957697
39,18.2888,-0.29542,-0.239125,-0.0713203,0.0348885,-0.00193236,-0.0575626,-0.134791,0.330488,-0.103412,-0.224617,0.113747,0.00967646,-0.132173,0.193623,0.0735104,-0.00567251,0.00949492,0.0574988,-0.164971,-0.0460134,0.0363177,-0.0360031,-0.0814074,0.0407956,0.123857,0.0346388,-0.0924643,0.118164,0.0187818,-0.130873,0.202304,0.00247419,-0.2439,0.0881646,-0.133969,-0.106327,0.0167961,0.0961628,0.103669,-0.0578018,-0.247747,0.265252,0.245176,-0.104108,0.0126556,0.104271,-0.0774909,-0.092755,0.0887817,0.0673524,-0.21142,0.142155,-0.00636851,-0.130512
40,-16.9974,-0.0143128,0.153713,-0.119316,-0.100144,-0.0331084,-0.186416,-0.0177962,-0.27433,0.116329,0.029348,-0.238334,0.14746,-0.150621,-0.110285,-0.0174262,0.0919476,0.031265,-0.0258345,-0.0689027,-0.0675709,-0.0382897,-0.110533,-0.0892998,-0.127981,-0.211616,0.132909,-0.00219675,0.0555832,0.0926733,-0.0787916,0.0747179,-0.0661112,-0.0875835,-0.236784,-0.0460831,-0.181954,-0.182445,0.249058,-0.0377473,-0.147792,0.00358534,0.175421,-0.0477578,0.248005,-0.0546519,0.0984508,-0.177211,0.145222,0.181126,0.119102,-0.108428,-0.135218,-0.27967,-0.179172
41,15.862,-0.0665605,-0.0645182,-0.0791807,0.0953754,-0.0722828,0.109051,-0.138282,0.0124855,0.136766,0.0612778,0.141194,-0.066411,0.0152928,0.102561,0.0141731,0.0163478,0.0189641,0.0171704,-0.0857591,0.141715,0.0308888,0.0760353,0.206439,-0.0316362,-0.18282,-0.0117431,-0.193537,-0.0629658,0.0691083,-0.128265,-0.0307727,-0.491395,-0.132417,0.00358531,0.05543,0.111709,-0.0431216,-0.0216842,0.108306,0.11344,0.267252,-0.0707951,-0.0086552,0.221958,-0.299762,0.201874,0.0864358,0.0710055,-0.00983938,0.000994288,-0.134267,-0.0676897,0.295496,-0.159987
42,-15.4029,0.00957098,-0.0414347,0.248298,-0.0412072,0.0790915,0.0214307,-0.0324422,-0.0808386,0.162213,0.0218726,0.262296,-0.0273386,-0.0705454,0.185151,-0.127532,0.0905585,-0.0915863,0.105416,-0.0783792,-0.330645,-0.0851797,-0.234524,0.114325,0.0483117,0.193767,-0.0358953,0.0052298,-0.0834877,0.146543,0.105013,-0.0959103,-0.104463,-0.0119283,0.0479865,-0.0773941,0.131368,0.0624328,0.073884,-0.323494,0.253597,-0.16756,-0.00698213,-0.182083,0.0692243,-0.125319,-0.131368,-0.255657,0.0780477,0.266044,0.0121998,-0.0401018,0.0231392,-0.0121464,0.0410912
43,13.0106,-0.100843,-0.129658,-0.0950293,0.121332,-0.0402878,-0.11079,-0.0721794,0.181687,-0.104326,-0.343185,-0.00169084,0.110004,0.0908389,0.0314361,-0.0248441,0.103407,0.0520502,-0.180718,0.259697,-0.16639,-0.0903354,-0.0431559,0.229362,0.102174,-0.248986,-0.135837,-0.0954116,0.110358,0.0730998,-0.224223,-0.190518,0.00962254,0.114223,-0.0436545,0.00492664,-0.109136,0.00614892,-0.0389961,0.061715,-0.0242076,-0.127054,-0.167572,-0.194279,0.293728,0.201036,-0.108435,-0.153987,0.0810987,-0.100023,-0.0833724,-0.0569683,-0.0547899,-0.000521804,0.178278
44,-11.597,-0.158713,-0.107449,-0.173036,-0.255425,-0.00946376,-0.152363,-0.107396,0.052208,0.332584,-0.00254151,0.133199,-0.0962795,0.135706,-0.0403094,0.0108237,-0.0890112,0.212363,0.154536,0.236512,0.000312821,0.00920786,0.156386,-0.260437,0.046747,0.0615693,-0.00984678,-0.0558296,0.0286793,0.0454126,0.0492931,-0.149005,-0.112755,0.17327,-0.143908,0.209239,-0.108279,-0.201081,0.00607169,-0.00657332,0.147416,0.0634087,-0.0457814,0.164636,0.0352432,0.0870474,-0.00630389,-0.0990024,-0.16584,0.192201,0.179983,0.1613,0.204152,0.0146273,0.11396
45,-11.2937,0.140082,-0.129376,-0.100348,0.0893254,0.038348,-0.291649,-0.0359026,0.0846486,-0.091328,0.115055,-0.240576,0.0129951,0.0373546,0.107522,-0.268868,0.0528759,0.0577432,0.163528,-0.0113951,0.0311777,-0.0979882,0.00515335,0.082114,-0.20298,0.0945748,-0.0461088,-0.0409834,0.204425,0.0896632,0.0119162,0.171169,-0.136347,0.36304,0.132362,0.029608,0.0494357,-0.135057,-0.0193163,-0.20978,-0.00944284,-0.0554837,-0.17954,0.125442,-0.0901243,-0.0122168,-0.237592,0.0492646,0.0263839,-0.135792,0.12367,-0.185388,-0.00524018,0.0611223,-0.278339
46,-9.99224,-0.204246,0.0110158,-0.236026,-0.0503159,0.0408597,0.0374076,0.0936093,-0.00845398,0.0629319,-0.0165254,0.0218948,-0.0389609,0.0815157,-0.159115,-0.210198,0.188413,-0.33413,0.133489,0.190213,0.0269529,-0.116015,-0.17589,0.142263,0.276013,-0.000815596,0.309668,-0.0846186,-0.0685001,0.185951,-0.199269,0.204228,0.120618,0.0442236,0.0342108,-0.0678545,0.0983429,0.0796424,-0.0409276,-0.101212,-0.0975406,0.0512548,-0.00119875,0.0758044,0.0281531,-0.0847948,-0.00224616,0.225147,-0.230593,0.0927286,0.096712,0.149441,-0.133251,0.00871687,0.0338122
47,9.33314,-0.0149592,0.200386,-0.112558,-0.156372,-0.0991096,0.0289488,-0.210656,0.188699,0.0274412,-0.0209846,-0.0215581,0.140242,0.0344848,0.00192839,-0.0187954,0.102085,0.0708518,0.165734,0.0358825,-0.14189,0.121058,0.142067,-0.0879375,-0.0757483,0.0360175,-0.117289,-0.0649683,-0.102702,-0.171163,-0.166357,0.15369,0.294293,0.0953702,-0.0649054,0.0415071,0.349307,0.16848,0.387695,0.0401731,0.243585,0.0250343,-0.0424413,-0.0630745,-0.0152962,-0.0418842,0.0891013,-0.104404,0.0626132,-0.138561,0.0452527,0.0116412,-0.241699,0.0952838,-0.051004
48,7.94017,0.0477926,0.20972,-0.179348,0.13591,-0.0160474,0.350486,-0.308692,0.185312,-0.00973584,-0.141971,-0.12767,-0.227435,-0.110514,0.117403,0.166655,-0.143695,-0.124726,0.0380764,0.0734642,-0.000329292,-0.0647488,-0.267593,-0.0286227,0.0741506,0.0185794,-0.00809225,0.30926,0.142919,0.0519455,0.126146,-0.0320581,0.0163799,0.00156627,-0.22008,0.0171627,-0.123164,-0.163252,0.0775836,-0.193382,0.15768,0.0796391,-0.00920394,-0.0640584,0.048353,0.0071869,-0.0608474,0.16192,-0.03317,-0.135968,0.131833,-0.0428891,0.0304857,0.0084835,-0.0726999
49,-6.94333,-0.136451,-0.215212,-0.0187698,-0.115059,0.0313997,0.11776,-0.0413157,-0.208547,-0.209437,-0.157949,-0.0563059,0.196129,-0.167425,-0.148822,0.118529,-0.24328,0.0346196,0.245331,-5.79279e-05,-0.138018,-0.120041,0.0768351,0.0754043,-0.0493704,0.154769,0.00288533,0.170064,-0.0401593,0.055179,0.0393474,-0.131058,0.0184815,0.120337,-0.243643,-0.193916,0.0934823,0.0137559,-0.0816463,0.300177,-0.0206028,0.049487,-0.192214,0.105466,0.0321302,-0.204264,-0.201798,0.00507653,-0.116484,0.14335,-0.116821,-0.0801859,-0.145018,0.0537107,-0.111255
50,4.91568,0.157902,-0.0846261,0.0714344,0.00806806,0.0620473,-0.0786615,-0.0376421,-0.0301982,0.115282,0.077828,0.0323795,-0.138109,-0.265494,0.0263751,0.123337,0.0308393,0.136552,0.261398,0.178066,0.0493759,0.229741,-0.0433003,0.176505,0.101414,-0.0831804,-0.000484036,-0.00500186,0.0124842,0.122863,0.00428737,0.240491,-0.0118401,0.0505601,0.021462,-0.232146,0.152355,-0.190901,0.024698,0.145511,-0.0714335,0.0956582,-0.0565216,-0.280733,-0.0792355,0.0520248,0.138644,-0.155778,-0.30135,-0.197538,-0.0877019,-0.114442,0.146392,-0.217586,0.140262
51,-4.14364,0.0902995,-0.160253,0.0692972,-0.222592,0.050266,-0.125263,-0.0978298,0.145445,0.198205,0.137798,-0.0151872,-0.179344,-0.191307,-0.0901884,0.061907,0.0209954,-0.158712,-0.0927618,0.0917133,0.0362344,-0.334993,0.0974192,-0.120105,0.113325,-0.200084,0.0593391,0.119135,-0.267012,-0.0415808,0.101783,-0.0796961,0.0993896,-0.075183,-0.0324457,0.00137455,0.0906075,0.126742,0.0119277,0.0523196,-0.219473,-0.248969,-0.086904,0.0203888,0.0947754,-0.163989,-0.0757689,-0.0578855,0.105019,-0.272833,0.141014,-0.16463,0.135099,0.133736,-0.0883147
52,-2.26661,0.0131251,0.0343759,-0.120516,-0.0298735,0.295983,0.0867588,0.0432835,0.217758,0.102337,0.12189,0.0542511,0.366082,-0.162143,-0.0599263,-0.0268433,0.114336,-0.00960278,-0.0515797,0.115399,0.0895305,0.0451163,0.00058451,0.178548,-0.0130396,0.1127,0.000900485,0.240769,-0.00623465,0.0961346,0.0293999,-0.348404,-0.260069,-0.0610586,0.11295,-0.0261516,0.191199,-0.0710755,0.258999,0.0152224,-0.106036,-0.0327314,0.103253,0.17353,-0.0462421,0.233604,0.0211102,0.0268244,0.015464,-0.0899207,-0.0907074,0.175794,-0.0122572,-0.0788496,-0.118124
53,1.29773,0.075148,0.130057,-0.122622,0.0173369,0.127505,-0.185313,0.0730746,0.0433491,0.033723,-0.0629047,0.0987335,-0.0350177,-0.0602348,-0.148607,0.0611901,0.067171,-0.0766988,-0.222747,-0.358973,0.146837,0.131905,-0.174283,-0.202943,0.426169,0.207497,-0.103123,-0.113776,0.0136007,-0.209545,-0.158208,-0.119955,-0.0870109,0.272802,-0.0763841,-0.0603932,0.0503782,-0.0744986,0.0144263,0.116944,0.0684818,0.0133332,-0.0558792,-0.0867248,0.0804042,-0.127877,-0.161496,-0.0270501,-0.099264,-0.0373463,-0.0755714,-0.0668516,0.0422277,-0.0721322,-0.143513
