Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62,Eigenvector_63,Eigenvector_64,Eigenvector_65,Eigenvector_66,Eigenvector_67,Eigenvector_68,Eigenvector_69
50,21.2157,-0.0244817,0.123373,0.153841,0.141789,0.0178694,-0.0765135,-0.266889,0.0709918,0.115175,0.0427666,-0.00287397,-0.00599138,0.268766,0.12903,-0.100033,0.00724087,0.227987,0.165123,0.0580826,-0.0672835,-0.020171,0.189521,0.0105463,0.00277194,-0.0835227,-0.0235176,-0.210796,-0.107491,0.0022008,-0.10183,0.0842406,0.0533014,-0.103623,-0.150041,0.171038,-0.101703,0.0961859,0.00223732,0.256744,-0.214188,-0.0244197,-0.0375216,-0.0887736,0.17684,0.0383882,0.0842619,-0.116128,0.0144126,-0.137172,-0.0195559,-0.0497471,0.0955506,-0.094605,-0.227479,-0.140125,0.104992,-0.154021,-0.14251,0.104562,-0.068167,-0.0434548,0.0660868,0.167428,-0.0681265,0.0899264,-0.0387929,0.0198188,-0.0504332,-0.19707,0.0841418
51,-20.3672,-0.0473111,-0.00254009,0.171243,0.0617969,-0.0202252,0.199957,0.00874137,0.000848808,0.310336,0.0260238,-0.0274237,-0.0963368,-0.173768,0.0957653,-0.243595,-0.157698,0.176538,-0.112608,-0.000498286,0.0443362,-0.208672,-0.0150855,-0.174125,0.0294203,0.115958,-0.0887196,0.112593,0.288553,-0.07451,-0.120049,0.0772697,0.0432458,0.0807987,0.0301635,0.0088681,-0.158684,-0.0195616,-0.0244229,-0.108212,-0.00488846,0.11945,-0.095361,-0.0269611,0.0939519,-0.0765791,0.0735578,0.0704602,0.178722,0.00931505,-0.023129,-0.0198193,-0.146365,-0.0885923,0.129614,-0.171899,-0.028542,-0.101005,-0.14367,0.0188202,0.00616853,0.0930841,-0.0409195,0.0940048,-0.0400853,-0.241086,0.175453,-0.245111,-0.109235,0.0915625,-0.0494471
52,19.8954,-0.0424509,0.131905,-0.343348,-0.110947,0.0977737,-0.0902164,-0.254631,0.0166655,-0.032838,0.0375498,-0.094694,0.0721943,-0.116796,-0.205695,0.069886,-0.0065707,0.0874544,-0.297192,-0.161511,0.156953,0.078057,0.112607,-0.163708,0.0361041,0.0630661,-0.0136991,-0.132248,0.0561714,0.0112173,0.0568802,-0.165876,0.0302655,0.070508,-0.116129,0.0719423,-0.274003,-0.0183806,0.00581754,0.133286,-0.191029,0.0131198,-0.189537,0.162046,0.0740982,-0.18064,-0.122105,-0.10592,-0.0784603,0.039483,0.191105,0.0667577,0.147089,-0.00852256,0.0415878,-0.0663922,-0.0738702,0.0901812,-0.0522358,-0.0543172,-0.040486,0.0765565,-0.0409855,-0.202299,-0.0279168,-0.0545657,0.0524795,-0.0653442,-0.034688,-0.0315911,0.0351316
53,19.1661,-0.208,-0.0524415,-0.0734187,-0.108793,0.0744944,0.213231,0.0488099,0.198134,-0.123536,0.0657949,-0.126915,0.100796,0.0681728,0.0961479,0.269909,-0.111859,-0.101473,0.103384,0.056234,0.0223981,-0.0982197,0.12734,0.0130282,-0.0601672,-0.0240481,0.0999088,-0.0241258,-0.0454042,-0.0774629,-0.083601,0.0933703,0.151778,0.0278991,-0.102006,0.0608522,0.201757,-0.219949,-0.200554,0.0839631,0.146773,-0.0723004,-0.0436172,0.11116,0.111144,-0.14373,0.0226113,0.0960243,-0.0597546,0.0315873,0.0446689,-0.0322725,-0.109625,-0.198482,0.192742,0.0433223,0.145709,-0.11867,-0.241058,0.0655097,0.069487,0.0156373,-0.12064,-0.106054,0.0699026,0.0926566,0.2431,-0.0681898,0.106821,-0.171768,0.0834323
54,-17.0459,-0.141726,0.0391542,-0.0642923,-0.0155491,-0.0389474,-0.206494,-0.15945,0.220668,0.0083501,0.0855675,0.233413,0.0304043,0.0224285,0.0118164,-0.106395,-0.0336238,-0.0938309,0.129257,-0.0541463,-0.0288576,0.163719,-0.143317,0.0188048,-0.0360344,0.102677,-0.273987,0.0370074,-0.194691,0.0143647,0.123474,0.000116024,0.161741,0.109765,0.196065,-0.203128,-0.0779521,0.0199086,-0.0997026,0.0474903,0.0238481,0.0711837,-0.0414987,-0.198319,-0.116448,0.0428622,-0.127108,-0.00886686,0.0314724,-0.0874898,-0.0163457,0.133796,-0.119985,0.143761,0.23556,0.0244143,0.172148,0.0455144,-0.206915,0.0830281,0.0413147,0.0194471,0.195173,-0.0257111,-0.0592553,-0.0530327,0.198514,0.0343214,-0.213157,-0.0729393,0.0919224
55,-14.1651,0.00841289,-0.170003,0.0269655,0.0876693,-0.0708582,-0.283806,-0.0676827,-0.0876728,0.00424588,0.220283,-0.0206285,0.0119352,-0.308478,0.0696071,0.00579023,0.0185922,0.0259149,0.00558398,0.135592,0.11927,0.153945,0.14636,0.0833213,-0.0299545,0.043267,0.00779077,-0.0506601,0.192547,0.205489,0.0991774,0.0379144,0.0703853,-0.0967091,-0.146315,-0.0845452,0.0718981,-0.0960762,0.106435,0.0216016,-0.0376896,-0.161358,0.12546,0.152793,0.0669563,0.029049,0.157015,0.0561929,-0.031641,-0.257512,-0.145705,-0.0898369,-0.17796,-0.152217,0.0593847,-0.116322,-0.0547926,0.163796,-0.142261,-0.0120281,0.276364,-0.035768,0.0387609,-0.106337,-0.16557,-0.00719115,-0.0117726,0.153475,-0.0266887,0.0414841,-0.0491686
56,14.0298,0.0846988,-0.00995972,-0.170191,0.105982,0.090136,0.06923,-0.255014,0.0509044,0.155566,-0.130957,-0.0383541,-0.0623305,0.109057,0.202414,0.0981238,0.165778,0.0803392,-0.0706957,0.0858671,0.00542908,-0.176706,-0.042574,-0.0784195,0.0315427,-0.0477564,0.0214327,-0.190924,-0.117816,0.0350558,-0.128593,0.0109397,-0.0636995,-0.00196553,0.0236408,-0.116223,-0.0726018,0.0625131,-0.116045,-0.182469,0.00343596,-0.132889,0.154517,0.350539,-0.0575913,0.135369,-0.0930291,0.182863,-0.146898,-0.036104,-0.05479,0.0387897,-0.090059,0.18439,0.190322,0.130517,0.0808758,0.147008,-0.225425,0.0027599,-0.0208767,0.00660514,-0.0765447,0.183604,0.00748272,-0.0845393,-0.206912,-0.013278,-0.0250276,0.0805615,-0.063206
57,13.8189,0.0429508,-0.0123838,0.0644437,-0.156811,0.0663302,-0.0255706,0.0896957,-0.0514724,-0.0164323,-0.225261,-0.105144,0.016587,-0.0199974,0.172694,0.180818,-0.0313682,-0.247719,-0.00548677,-0.21739,0.0449946,-0.0940869,0.133268,0.148455,0.0768242,-0.0186805,0.0941812,0.00372225,0.21603,0.0121708,-0.0195563,-0.175081,0.0258201,0.0213514,-0.107283,-0.0164997,-0.131662,0.0519242,-0.157276,0.233136,0.0704448,-0.0615805,-0.0603023,-0.128483,-0.0171763,0.273463,0.0215541,0.0661387,-0.0140483,-0.187329,-0.0972233,0.0879207,0.237402,0.11741,0.119961,-0.192514,-0.0231128,0.112187,0.0719593,0.0942647,0.0851688,-0.0982559,-0.0274691,0.212804,0.0720724,-0.103717,0.135203,0.0175039,-0.229387,-0.0314869,-0.0419543
58,-12.5886,-0.118052,0.136561,0.0394716,0.0216461,0.0199226,-0.113325,0.0216835,-0.289346,0.0223062,0.0130153,-0.0768823,0.132858,-0.131523,-0.145856,-0.032356,0.177039,0.20968,0.0610979,-0.167637,0.0867406,-0.0652605,-0.0104653,0.0686922,0.188913,0.169561,-0.0268742,-0.0446946,-0.111581,-0.102171,-0.146252,-0.0679657,0.317489,-0.00281337,0.0321815,0.196796,0.185188,-0.0864545,0.169287,-0.12954,0.0425264,-0.0834709,0.124546,-0.0228428,0.0707162,0.142936,-0.148488,-0.130567,-0.0303498,0.127991,-0.0241621,-0.0737,0.00109909,-0.0377073,0.179978,0.0543898,0.22656,-0.0585137,0.0639262,-0.060128,0.0114242,-0.220272,-0.160506,0.0918534,0.0344735,-0.0588756,0.0331447,0.0352693,-0.181908,-0.0120196,0.0394002
59,11.5843,0.124678,-0.0204662,0.0651783,-0.0990197,0.0250686,-0.055853,0.0820514,0.059805,-0.03287,-0.0609812,0.0687104,0.174712,0.11475,0.0255716,0.0942596,-0.0349718,-0.151086,-0.277134,0.0515631,0.0348098,-0.124573,-0.0639141,-0.184521,0.100799,0.225585,0.1299,-0.0947248,0.0831781,0.210569,0.0475286,0.21333,0.101995,0.0289676,0.00150103,0.0868203,-0.0836459,0.0967036,0.102583,-0.133186,-0.155135,-0.0515408,0.166134,-0.152802,0.0453013,-0.110537,-0.00572623,0.0213004,0.00841231,-0.0935916,0.304926,-0.0396429,-0.124204,0.159599,-0.0156392,0.0662255,0.0965342,-0.202423,0.0625526,0.07536,0.354935,-0.0463069,0.100675,0.111274,0.0485269,0.125881,-0.0421735,-0.0207862,-0.0345882,-0.0605855,0.0913263
60,-10.1441,-0.127606,-0.0685353,-0.0730518,-0.023244,-0.044909,0.100264,0.0255406,-0.03292,-0.197558,0.066138,0.142325,-0.0945734,-0.0412802,0.251642,0.0951257,-0.0509906,0.115471,-0.00515226,-0.0256392,-0.0852609,-0.171998,-0.00658871,0.0136914,-0.213508,0.216917,-0.183869,-0.0460114,-0.0435405,-0.319146,0.0916668,-0.170365,0.0624737,-0.0091341,0.0828097,-0.00532856,0.0151237,-0.0272949,0.043099,-0.0972124,0.0104028,-0.114239,-0.0255846,0.0930846,0.100147,-0.205224,-0.0701897,0.0799982,-0.0204878,-0.120316,0.198646,0.00362877,0.0728691,-0.177263,-0.0890622,-0.143161,-0.100769,0.0685787,0.117604,0.0870651,-0.000336188,-0.0498872,0.174074,0.172658,0.0472899,0.174433,-0.150169,0.139159,-0.245307,0.153901,-0.0572005
61,8.5941,0.0163754,-0.0559292,0.141676,0.0765079,-0.0762652,0.110628,-0.242811,0.0957564,-0.225711,-0.153491,0.263826,0.141422,-0.0864407,-0.198115,-0.0215779,0.169647,0.0191381,-0.0396765,0.129973,-0.0210599,-0.186878,0.0339663,-0.0331066,-0.188706,-0.0279971,0.0309271,0.0314039,0.00695827,-0.0787433,0.0589112,0.126207,0.0857495,0.135555,-0.0927009,-0.0246804,0.1069,0.067292,0.0454551,0.141142,-0.0428436,0.148619,0.153145,-0.00479279,-0.01872,-0.180717,0.142271,-0.0260929,-0.197234,0.0613244,-0.169448,0.0339966,0.124127,0.0427131,0.261758,-0.0635178,-0.270677,-0.0291001,0.117671,0.0242279,0.0207404,-0.104756,-0.090219,0.089956,-0.0691359,-0.204254,-0.02949,0.0288159,-0.0226957,-0.104573,0.107871
62,7.05969,0.0912985,0.0151705,-0.251128,-0.0673862,-0.106853,0.0974902,0.172569,-0.0617963,-0.0655119,0.0881789,-0.119295,0.209859,0.0185861,-0.000871679,0.0748835,-0.0453948,0.00381483,0.155159,0.0184057,-0.0417325,-0.0952558,0.00478832,-0.00537553,-0.240094,-0.0926768,-0.0553886,0.173866,0.0934571,0.052393,0.0608941,0.0533372,-0.0335036,0.234486,-0.247371,0.130795,-0.124133,-0.00383052,0.117354,-0.0650047,-0.0454871,-0.0453289,-0.101563,-0.0475081,-0.257559,0.0801202,-0.0917426,-0.151187,-0.0273272,-0.039029,-0.0503104,-0.225078,-0.125094,0.0451104,0.00688021,0.0247449,0.0553036,-0.128704,-0.155688,-0.0577002,-0.122244,0.158903,-0.0123438,0.160459,-0.240483,-0.0737079,-0.173632,0.123991,-0.207893,-0.0218926,0.0998411
63,-6.05228,-0.092801,-0.0930531,-0.00480084,0.185894,-0.0613673,0.0464266,-0.00228342,0.104835,-0.0710696,-0.0766137,-0.100475,0.00652072,-0.124427,-0.251873,0.0982117,-0.0119433,0.199724,0.0335948,0.106226,0.0650528,0.0925812,-0.0158248,0.0776781,-0.105131,0.302994,0.0300869,-0.0325785,0.00808953,0.1157,-0.118837,-0.0126654,-0.15652,0.18665,-0.0934781,0.0438192,0.250577,0.244561,-0.297031,0.0451059,-0.112752,0.0381954,-0.171248,-0.0343831,0.0179847,0.0517455,-0.109603,0.160791,0.157949,-0.0959422,-0.0152888,-0.0274111,-0.0564221,0.152634,-0.0538803,-0.0487246,0.142633,-0.0699431,0.106729,0.166199,0.00355443,-0.00809825,-0.061776,-0.119125,0.0660091,0.0166594,-0.14046,-0.00507756,-0.129677,-0.028886,-0.240504
64,-5.72981,-0.0732143,0.0322112,0.00118516,-0.0796985,0.0792724,-0.0577231,-0.0526142,-0.10511,-0.131721,-0.150544,0.0273113,-0.0567781,-0.211638,-0.0467821,-0.115646,-0.165009,-0.024971,0.348699,0.126189,-0.0913656,-0.120607,-0.0410528,-0.111405,0.119423,0.0289578,0.0626169,0.0661829,0.0449695,0.0506532,-0.0558472,0.0509168,-0.00264052,-0.229167,-0.0396766,-0.147398,-0.130608,0.0646994,-0.18548,0.0359635,-0.0321826,-0.127253,0.00275921,0.201846,0.0870446,0.0171834,-0.111413,-0.226809,-0.263207,0.143068,-0.00459565,-0.163894,-0.107773,0.197987,-0.0370248,-0.119901,-0.0290348,-0.195507,0.0934533,0.139637,0.0224485,0.13231,0.093813,-0.0961813,0.138244,0.0309101,0.0829935,0.0703204,-0.0574471,0.16719,0.106063
65,4.84307,-0.0353336,-0.00252974,0.15453,0.136536,0.0233833,-0.128978,-0.0148987,0.0702698,-0.246104,-0.0694885,-0.146183,0.15852,-0.0180995,0.0828963,0.00735075,-0.154834,-0.0406696,0.0110063,-0.114733,-0.0046133,0.0775008,0.0206223,-0.148591,-0.0616939,-0.118452,-0.328745,-0.152261,0.0446358,0.215892,0.0797606,0.0817956,-0.00378293,-0.0833741,-0.0092469,-0.0717918,-0.11077,-0.0714785,-0.0831985,-0.0150253,0.0966555,0.104298,0.0928827,-0.0574428,0.188256,0.0238866,-0.0409238,0.162679,0.0408662,0.174679,-0.0111428,-0.239288,0.10803,-0.032961,0.0440496,0.213915,-0.0872411,0.0051855,0.0582008,-0.00894021,-0.113197,-0.0636137,-0.217886,0.0220085,-0.15101,0.180832,-0.0742672,-0.22612,-0.206599,0.137193,-0.0625395
66,-3.21286,-0.161938,0.242126,-0.142237,-0.214886,-0.113691,-0.100219,-0.167832,0.0727703,-0.045235,0.00249107,0.129941,0.111607,-0.104727,0.185068,-0.0372432,-0.00705424,-0.1559,0.130896,0.0845276,-0.0101446,0.0584284,-0.0142005,-0.0269045,0.20438,-0.081623,0.26994,-0.0447875,0.0830152,0.0422034,-0.183838,-0.0510097,0.0401811,0.228512,0.00213838,0.0367351,0.246173,-0.121517,-0.00463298,-0.0628404,-0.0407077,0.229515,0.0272826,0.0123506,0.0627389,-0.103425,-0.153317,-0.0400915,0.10866,0.0200065,-0.12396,0.0458019,-0.00802004,0.0203899,-0.206511,-0.0173365,-0.103536,0.0583141,0.0098937,0.0113304,0.0516758,0.0380045,0.0593728,0.208335,-0.19049,0.0566633,-0.074993,-0.176234,-0.00725694,0.143891,-0.167131
67,3.02366,-0.0762185,-0.147613,-0.0547751,-0.259239,-0.215624,0.120924,-0.0190478,-0.100216,0.0160344,0.0303927,0.03945,-0.0568778,-0.173638,0.0560344,0.0402188,0.0897015,0.290806,0.0308984,-0.0133578,0.0301067,-0.0881055,-0.128139,0.0205958,-0.0119028,-0.231391,0.139332,-0.0902772,-0.142897,0.0588105,0.0303581,-0.12106,-0.125685,0.0607164,-0.0160072,-0.235675,-0.0434046,-0.114797,-0.0784074,0.133572,-0.0435322,-0.0875177,0.0243825,-0.183286,0.0569842,0.0142052,0.347145,0.0280078,-0.00489718,0.104594,0.232253,-0.0242208,0.0361385,0.114447,-0.0654456,0.109919,0.224231,-0.0471274,0.0366969,-0.001759,0.0863706,-0.152537,0.0283373,-0.0755141,-0.183835,-0.0734765,-0.0148399,-0.147314,-0.107556,0.0573756,0.0607616
68,1.53917,-0.0488245,-0.0676917,0.0891311,0.000706874,0.0070605,-0.0306597,0.0407646,-0.0503521,-0.0522813,-0.132353,0.131608,-0.0100924,0.136285,0.00930504,0.086304,0.130754,-0.0317523,-0.0434465,-0.0756363,-0.033725,0.0791411,-0.154809,0.13092,-0.0998938,-0.0255842,-0.0310239,-0.0410768,-0.0481217,0.15121,-0.152055,0.0779433,0.354027,-0.00223603,-0.16803,-0.00554543,-0.111291,-0.0863314,-0.0265865,0.103613,-0.0374013,-0.222529,-0.0447298,0.0224535,-0.0118948,-0.18078,-0.0110062,-0.0225231,-0.00560528,-0.289238,-0.00115269,0.116614,-0.150803,0.0071746,-0.0450041,0.0294956,0.0171944,-0.18161,0.140134,-0.186057,-0.268109,0.0745927,-0.0134138,-0.0526242,-0.036968,-0.166121,0.07407,-0.126735,0.0872228,0.326312,-0.216741
69,0.364286,0.0813706,-0.109261,-0.0487308,0.249397,-0.132267,0.220504,-0.0289664,0.0966066,-0.186536,-0.0251541,-0.104747,0.272509,-0.064061,-0.0111653,0.0802045,0.0129202,0.0622987,0.00410257,-0.0226522,0.111323,0.30629,0.0746015,-0.0622742,0.0859402,0.011706,0.102424,0.0476306,-0.0239511,-0.229688,-0.200258,0.0453,-0.00662811,-0.151774,0.109277,-0.115318,-0.0495514,0.0569161,0.083704,0.0986998,-0.108876,-0.0736853,0.104045,-0.131277,-0.0459197,-0.0164548,-0.10675,0.136277,-0.00513641,0.00617185,-0.00490627,-0.101895,0.0201767,-0.0101876,-0.136804,-0.059219,0.1269,0.167489,-0.00188323,-0.0899567,0.0619884,0.160731,0.0978756,0.190077,0.0376839,-0.13305,0.169275,-0.0504736,0.0440838,0.233983,0.238645
