Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56
35,-26.0146,0.0364617,-0.0866856,0.103751,-0.0492989,0.114565,-0.0493083,-0.212751,0.0132039,-0.232384,-0.0396731,-0.00897756,-0.207476,0.382577,-0.104213,0.149627,0.0118436,-0.133101,0.0619297,0.0497942,0.0673514,0.0636796,-0.0675541,0.133322,0.228772,0.0211901,-0.182438,0.0577969,0.0452701,-0.0145047,0.199481,-0.0377221,0.165934,0.0395589,0.03853,-0.16988,-0.0696173,-0.177127,-0.0489234,-0.309225,-0.0510439,-0.173628,0.0360962,-0.0602564,-0.121904,-0.00870574,-0.0249,0.0381003,0.0271603,0.0718634,0.107472,-0.11574,-0.14823,0.00399774,0.169699,-0.275147,-0.0265952,0.21035
36,24.5729,0.0734654,-0.0602686,0.0362409,-0.110601,-0.294208,-0.0429414,0.0989672,-0.118558,-0.0585315,-0.0967923,-0.0376649,0.00780367,0.215507,-0.0451726,-0.112703,0.0515817,-0.153694,-0.0622751,-0.145519,0.0992214,-0.0725598,-0.300426,-0.132871,-0.0417878,0.174771,-0.0902342,-0.148049,0.117219,0.0431238,-0.211619,-0.0554716,-0.184448,-0.275198,0.175903,0.173284,0.0439846,0.012438,0.0515403,-0.172874,0.0881345,0.0481837,0.0629051,0.201818,0.0478245,-0.0530878,-0.012217,0.133152,-0.248754,0.142914,-0.0548678,-0.176931,-0.0610933,0.160486,-0.190802,-0.122462,-0.0254206,-0.0909523
37,-24.0713,0.127328,-0.0103469,0.158892,0.0457977,0.0656765,0.0735611,0.107477,0.17346,-0.116051,0.00823747,0.266397,-0.0828138,0.0155331,-0.154247,-0.111543,-0.235344,0.207503,-0.078663,-0.1185,-0.160582,-0.111974,-0.0983545,0.000400572,0.0481043,0.0306507,-0.0676814,0.139377,-0.0403145,-0.115804,-0.0792084,-0.129246,-0.00820376,0.0630442,0.0568991,-0.067955,-0.134394,0.236218,0.0610331,-0.138933,-0.0332191,0.11436,-0.271186,-0.177456,-0.18531,-0.132556,0.0607819,0.0404743,-0.0825631,0.237001,-0.143348,0.0350436,0.148699,-0.196507,-0.130192,-0.0563286,0.3062,-0.0239906
38,-22.4568,0.241479,0.256899,0.00921369,0.161726,0.0644309,-0.203821,0.00206827,0.101365,0.173311,-0.0898019,0.0635237,0.06547,-0.0664375,-0.347677,-0.0281847,-0.0374383,-0.00168761,-0.132886,-0.0922522,-0.143833,0.335858,0.039871,-0.0161778,0.00725441,0.113705,0.173003,-0.104725,0.0231384,-0.00066985,0.135272,0.101273,-0.033072,0.0515383,-0.0471526,0.113268,0.123001,0.0343756,0.138894,-0.0352827,0.0696808,-0.115419,-0.0885447,-0.0631081,-0.118334,-0.0242535,-0.036826,0.000927457,-0.0170771,0.00372492,-0.108569,-0.134241,0.103497,0.202297,-0.101232,-0.0999668,-0.315409,0.268351
39,21.811,0.161333,0.0205956,-0.107428,-0.161194,0.19768,0.460536,-0.020178,0.00595432,0.0399866,-0.0345375,0.0485917,0.0632788,-0.0652773,0.0374617,-0.0414563,0.469369,0.218672,-0.07839,0.00498829,0.16016,-0.0546573,-0.170125,0.0319879,-0.0361349,0.0566448,-0.0330405,-0.0869977,-0.158507,-0.0633451,0.0849393,0.0296541,0.0643044,-0.0236092,0.0809085,0.0110176,0.122294,-0.131044,-0.0269014,0.00223407,0.0902439,-0.0792208,0.0281332,-0.102148,-0.0690469,-0.136103,-0.111661,-0.199063,-0.0321894,0.0409155,0.0646789,0.0894468,0.034381,-0.0695758,-0.293435,-0.130722,-0.0252205,0.120709
40,20.4892,0.0641319,-0.013157,-0.199004,-0.081172,-0.270231,-0.140245,0.0576412,-0.260796,-0.0631598,-0.00669359,0.0152659,0.0269994,-0.0374269,0.168222,-0.0204677,-0.155037,0.123598,-0.229845,0.0828858,-0.00607399,-0.251297,-0.137584,-0.042054,0.100904,0.246707,0.258189,0.167108,-0.107866,-0.0570937,-0.0378936,0.0644219,-0.0086288,0.0123994,0.0583525,0.0213038,-0.12706,-0.0962419,0.0546914,0.0157138,-0.0586502,-0.227501,-0.0596022,-0.0430831,-0.218062,-0.106186,-0.0488591,-0.100191,0.286708,0.182933,0.0513317,0.0899925,-0.0357532,-0.0674248,0.14208,0.0120852,-0.248384,0.0502672
41,-20.3412,0.0156182,-0.193232,0.067197,-0.230988,-0.223939,-0.0304007,0.0199655,0.149576,0.0939002,-0.0933166,0.036188,-0.115393,-0.240859,0.0524447,0.181631,0.0417435,-0.143556,-0.232468,-0.0215453,-0.150354,0.221456,0.0193076,-0.0497429,-0.0633825,-0.0835264,0.0669207,0.14193,0.289619,-0.0873904,0.0694977,0.0619085,-0.0998665,0.191503,0.219257,-0.161119,0.0509082,-0.0618515,0.201543,0.0238769,0.0287241,-0.174905,0.0306171,0.0973557,-0.0531382,-0.00649386,0.10502,-0.111917,-0.0531225,-0.065801,0.0881864,0.137346,-0.251476,-0.0493031,-0.170013,-0.0604988,0.221175,0.0128158
42,18.2123,-0.0565967,0.0638566,-0.0224854,0.0620639,0.213717,-0.242726,-0.118337,0.102116,-0.0405673,-0.188981,0.0308591,-0.189417,0.0530777,0.0662086,0.0273882,0.310875,-0.12434,-0.0153836,-0.0324623,0.164663,-0.18016,0.162131,-0.0218373,-0.142784,0.0841857,0.0345622,0.254542,-0.00179664,0.0308678,-0.062789,-0.198412,-0.109326,-0.141968,0.0200642,0.0123098,-0.0898235,0.220439,0.254964,0.056626,0.0400497,0.028205,-0.147832,-0.00618093,0.191653,-0.249537,-0.0378164,-0.179557,0.0266316,0.0726295,-0.0517989,0.142297,-0.0969351,0.208333,0.087114,0.0781302,0.0182701,0.171761
43,-15.7026,0.317858,0.0782199,0.329262,0.0528855,0.000361411,-0.031238,-0.0390626,0.0915642,-0.0134514,-0.0899033,0.00493568,0.00826393,-0.0160605,0.100696,0.219708,-0.0694033,0.0771493,-0.236598,-0.0516681,0.132691,-0.281133,-0.234781,-0.0880942,-0.0764668,-0.0677631,0.0578613,0.0510469,0.0725487,0.0516295,0.0625005,0.185502,0.00724162,0.0862929,0.0393894,-0.162318,0.00774313,0.0216064,-0.153998,-0.182086,-0.0420123,0.0720997,0.0698465,-0.0991056,0.305505,0.0708413,0.0842021,-0.155819,0.117505,-0.219322,0.0211752,-0.125483,0.196894,0.182486,0.0192525,0.0867125,-0.0445782,-0.088965
44,15.3447,-0.00117418,-0.00355468,0.175442,0.0392419,-0.0830577,-0.0935015,0.06983,0.281915,-0.17006,0.12624,-0.0896925,0.0434699,0.0606869,-0.0306343,-0.0858221,-0.154349,0.0597177,0.0291849,-0.0605947,0.150005,0.0760554,-0.233839,0.12656,0.0339918,-0.10671,-0.233409,0.115897,-0.321673,0.0740206,0.0319621,-0.00322473,0.0686831,0.168501,0.0908888,0.144338,-0.0469027,-0.0316375,0.258957,0.202272,0.178549,0.0345973,0.289934,0.249427,-0.0816709,-0.0258353,0.069908,-0.212507,-0.0174107,0.0248464,0.0363675,0.134249,0.0273006,0.0139544,-0.018164,0.146728,-0.1307,0.0964246
45,-13.646,-0.106237,0.344888,-0.12587,-0.137173,-0.237951,-0.103542,0.0018533,-0.0138814,0.0310578,0.116538,0.171315,0.139296,-0.0698193,-0.118192,-0.174772,0.00793159,0.128653,0.138668,-0.0614266,0.00558537,-0.0522171,-0.0269028,-0.0894185,-0.222705,-0.195758,-0.0827219,-0.1061,0.198214,-0.114506,0.0428106,-0.190987,0.310523,0.0196613,0.231846,-0.0997695,-0.106661,0.0640512,-0.0303375,-0.0846195,-0.0382332,0.017018,0.0545802,-0.0387884,0.128505,0.156203,-0.130569,-0.284913,0.00403196,0.0975133,0.0431058,-0.0041586,-0.0602684,0.0662592,0.16782,-0.144175,0.0114714,0.0954253
46,12.189,0.147931,-0.190894,-0.126994,-0.0692761,0.184156,-0.114886,0.0846124,0.138339,0.0723399,-0.0621026,0.169059,0.0832059,0.169898,-0.0990668,0.0688591,0.0435921,0.112897,0.0358302,-0.0750074,-0.241327,-0.15117,0.0387853,-0.10375,-0.162005,-0.0737765,0.232745,-0.106215,0.0642391,-0.168907,0.14326,-0.0885998,0.0169312,-0.106677,-0.113351,-0.00747063,-0.215257,-0.3536,0.0063948,-0.0995365,0.221536,0.107016,0.232972,0.27059,-0.0348423,-0.107389,-0.0190488,0.0750897,0.0194388,0.0382974,0.0346892,-0.00646638,0.0539554,-0.0406749,0.104424,0.220309,0.0781098,0.0195332
47,-11.9037,0.0634765,-0.060426,-0.0105246,-0.0939982,0.0782618,0.118256,-0.248557,-0.329496,0.235905,0.0355979,-0.022439,-0.191883,-0.0518253,-0.214564,-0.00278373,0.0540692,-0.0946871,0.00433831,0.0198153,-0.0844279,-0.0146631,-0.0777561,-0.210201,-0.0805608,-0.198438,-0.0195382,0.217873,-0.231055,-0.0618311,0.00305591,0.140556,-0.157189,0.182979,0.0721959,0.055726,-0.100584,0.0357081,0.00945192,-0.0112862,0.127281,0.0557145,-0.054052,0.109165,0.0596769,0.121226,0.137372,-0.0438127,-0.274993,0.170948,0.000364347,0.0460734,0.165542,-0.0445254,0.294983,-0.120809,-0.123944,-0.0688685
48,10.2458,-0.0475847,0.163572,0.0799532,0.103065,-0.140251,-0.107065,-0.0168482,-0.155726,-0.0765275,0.036513,-0.0342502,-0.163539,0.0984763,-0.0435018,-0.00542876,0.170628,0.064922,-0.128806,-0.0747628,0.249119,0.236128,0.0141598,0.142231,0.221357,-0.115961,0.262389,-0.228965,-0.0414737,-0.216344,0.192038,0.11295,-0.0994332,-0.0538566,-0.0353779,-0.0998303,-0.195578,0.0630156,0.113819,0.10235,-0.0770855,-0.0707194,0.0869064,0.08156,0.215891,-0.0282453,-0.112449,0.00806981,0.0211937,0.212739,0.0328861,0.012097,0.216368,-0.147463,-0.0539285,0.0517745,0.234308,-0.158206
49,-9.32413,-0.0676597,0.119166,-0.0693838,-0.175522,0.141647,-0.0311525,-0.0667777,-0.0069535,0.030027,-0.161228,-0.0393397,0.0894447,0.0837548,-0.0634025,0.00538069,-0.0186069,0.128605,-0.104776,0.00780842,0.240396,-0.0252384,-0.0233063,0.0158525,-0.000233938,-0.0209558,0.0115408,-0.0714503,0.0908269,-0.120741,-0.1818,0.0226182,0.0817781,0.0323911,-0.172699,0.233904,-0.28872,-0.0661604,0.234682,0.103002,-0.0753385,-0.0651171,-0.141476,-0.0989066,-0.233046,0.147775,0.372512,-0.0775821,-0.1194,-0.218225,0.25224,-0.233263,-0.0322327,0.0857205,0.00398504,0.00344841,0.131522,-0.106616
50,7.6468,-0.17735,0.0506216,0.172708,0.00706671,0.123584,-0.0221417,0.305245,-0.127257,0.0134268,0.139411,-0.0876603,-0.169008,-0.0882471,0.0664661,0.180836,-0.0816542,0.179362,0.106896,-0.0380003,0.294818,-0.2126,0.133344,-0.0863567,-0.0524129,-0.0817642,0.100706,-0.0123342,0.0398058,-0.240041,-0.00951893,-0.162323,-0.106607,0.081513,-0.086082,-0.203126,0.100068,-0.0478919,0.0831171,-0.0412925,0.155344,-0.0753243,0.0291056,0.132642,-0.121094,0.171761,0.0982892,0.099148,-0.0453091,0.0111568,-0.25567,-0.0548073,-0.0385951,0.0181852,-0.161986,-0.20154,-0.184715,0.151394
51,6.52246,0.0612399,0.199913,-0.0415101,-0.0284741,0.187043,0.0176473,-0.0648907,-0.0477655,-0.214047,0.124777,0.011892,0.128507,0.169116,0.0789234,-0.0264541,0.0207072,-0.136868,0.0463054,-0.0373808,-0.236773,-0.130006,-0.0759825,-0.161835,0.00517547,0.0317948,0.062198,-0.160082,0.09722,0.0943232,0.0649962,-0.159955,-0.150738,0.161297,0.00120094,-0.267185,0.0441942,0.0999397,0.28549,0.136217,-0.159591,-0.0634416,0.180587,-0.0803039,-0.0943309,-0.016053,0.0526545,0.132548,-0.105251,-0.0679739,0.184556,0.292437,0.133228,0.0874684,-0.0641544,-0.123362,-0.157289,-0.239033
52,-6.2965,0.0165541,0.0501679,-0.0163786,0.245845,-0.0398703,0.164542,0.0956422,0.0687821,0.0087214,-0.270635,-0.148953,-0.138878,0.225872,-0.142714,-0.13791,0.0420899,0.185854,0.0122759,-0.013984,-0.0301323,0.0425382,-0.0250542,-0.197579,-0.185942,0.028503,0.0381556,0.273899,0.0709504,0.0799547,0.154676,-0.24499,-0.0716263,0.0557512,-0.0335001,0.219289,0.145579,-0.078657,-0.0593163,0.0594323,-0.254832,-0.218756,0.113582,0.0732684,0.0904014,0.273831,0.0948024,0.00308442,0.21405,0.0913387,0.00715852,0.0266817,-0.0336803,-0.107635,-0.0359876,-0.0369364,0.0745498,-0.107372
53,-4.24834,0.194421,-0.0330873,-0.113739,0.117755,-0.081901,0.0987727,0.121045,0.101728,0.000719482,0.0307166,-0.0164355,0.0887793,0.104816,0.0493968,-0.242396,-0.0431696,-0.241523,0.11226,0.171477,0.132404,-0.0582205,-0.0120891,-0.136988,0.261236,-0.31818,0.127358,0.118519,0.0845396,-0.173582,0.187028,-0.0156441,-0.122225,-0.195631,0.0733535,0.0952092,-0.0358158,0.173386,0.0468737,-0.0953331,0.322117,0.0295108,-0.167062,-0.0798973,-0.0251075,0.11413,0.0125981,0.00681583,0.135181,-0.253526,0.151753,0.103285,-0.00590607,-0.083495,-0.042191,-0.0686577,-0.0375605,0.0551732
54,3.16132,0.10888,-0.0911671,-0.00458416,0.0719201,-0.067727,-0.0502121,-0.29261,-0.150037,-0.19942,0.0858323,-0.0341023,0.110092,-0.159021,-0.218436,0.147782,0.158107,0.119371,0.00418925,-0.154155,-0.0973107,-0.0128083,-0.0730709,-0.199825,0.25021,-0.217279,-0.105666,0.0880148,0.0566957,-0.0869237,-0.25855,-0.109138,0.118139,-0.230589,-0.0856544,0.00986182,0.0537176,-0.00177024,0.0759473,0.0724337,0.0636511,-0.256213,0.176633,-0.168273,0.0106365,0.0544116,0.0558557,0.0749336,0.0763523,-0.0846305,-0.282679,0.0529755,-0.0449471,-0.00283121,-0.0382439,0.187284,0.0461387,0.0454533
55,-2.2411,0.0303193,-0.298607,-0.121579,-0.290511,-0.0223066,-0.0581881,0.080722,-0.0670597,0.0378186,-0.0622879,-0.187612,0.14059,0.102034,-0.0595912,-0.0512601,0.0850904,0.0411023,0.0125347,-0.291499,-0.0472357,0.0636635,0.0409116,0.333273,0.0171614,-0.124672,0.0697934,0.028167,0.041874,0.167045,-0.0501974,-0.0404005,-0.154169,0.102652,-0.185421,-0.0357862,-0.125293,0.158592,0.0199761,-0.146886,-0.0138041,0.223727,0.0923718,-0.180403,0.0487211,0.224823,0.0715019,-0.12783,0.247758,0.112359,-0.110695,0.116408,0.0663243,0.0787345,-0.0993746,-0.145122,-0.0912195,0.0492272
56,0.581567,-0.251696,-0.0758496,0.0412727,0.221879,0.0421122,-0.196276,-0.0845753,-0.0691653,0.253578,-0.0303648,0.188044,-0.0605071,0.201972,0.0685656,-0.0713832,-0.0774419,-0.0791158,-0.0664277,0.157224,-0.0997745,-0.159857,-0.0379898,-0.0605291,-0.0789348,-0.311587,-0.0453988,-0.255089,-0.150137,0.0104259,-0.118456,0.158968,-0.108732,0.0149826,-0.001801,0.102304,0.157682,-0.110201,0.124587,-0.142163,-0.0955014,-0.0313283,0.167861,-0.26881,-0.00540621,-0.0809404,0.0678019,-0.199757,0.0937287,0.0778982,-0.0207084,0.010069,-0.108997,-0.109539,-0.2331,-0.0426717,0.0408569,0.0672529
