Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52
38,-18.0834,0.0189397,-0.122698,-0.621016,0.0902323,-0.0572498,0.0984256,0.165886,-0.000623586,-0.0100481,0.145053,0.0253489,0.0363324,-0.0476346,0.0341102,-0.0213355,0.317599,0.0528101,0.20766,0.0711577,0.127441,0.094013,0.123152,-0.0233499,-0.0807209,0.125551,-0.187171,0.159184,-0.011164,0.0783827,-0.0580007,0.205996,-0.105835,-0.0304991,0.16079,0.112955,0.0315597,-0.02333,0.0600813,0.00115626,-0.00355522,-0.00193825,0.0643808,-0.0151317,-0.136186,-0.136656,0.0268866,-0.0675246,0.156835,-0.0428519,0.0912092,0.208425,0.121342,0.0157375
39,17.28,0.296445,0.116525,0.0487442,0.0138611,0.0199932,0.0304496,0.284275,-0.0302025,0.0635148,-0.29388,-0.0827296,-0.0272415,-0.0380804,0.317866,0.302827,0.0674641,-0.244603,0.0937055,0.0299373,0.0871698,-0.0762248,0.184547,0.0711013,-0.0719103,-0.0605267,-0.0443909,-0.120681,0.144202,-0.0181371,0.0402227,-0.152436,-0.00290792,-0.132753,-0.0925173,0.0923543,-0.00953012,-0.0801329,-0.105746,0.269299,-0.148647,0.170654,0.134339,-0.19815,-0.200106,-0.0680823,-0.141631,-0.0220711,-0.106906,-0.0941295,-0.0295677,-0.0208449,0.00537108,0.0499924
40,14.5651,-0.233806,-0.276345,0.00527255,0.140608,0.104727,0.092697,0.17663,-0.103413,-0.144518,-0.127747,0.103857,0.321027,-0.0561607,0.0967481,0.260876,0.0703487,0.112147,-0.172357,0.170239,-0.3394,-0.180237,-0.129819,-0.00326955,0.0498319,-0.0713943,-0.071747,-0.0516229,0.116653,-0.0738538,0.0348556,0.00162496,0.0404777,0.176462,0.0654635,0.0668236,-0.0731329,0.0443096,0.0762562,-0.0415659,-0.153025,-0.141736,0.029113,-0.143639,0.0236225,-0.0945994,-0.133538,0.132414,0.248747,0.180088,-0.0786731,-0.100659,0.0397759,-0.0349005
41,-13.6021,-0.14138,-0.0102415,-0.01965,-0.0605712,0.231295,-0.124234,0.154991,0.132694,-0.0716485,0.0127534,-0.17207,-0.0850241,-0.285006,-0.0725106,-0.0182893,-0.0291755,0.0755638,0.0660185,-0.0850062,0.010675,0.286442,-0.0601021,0.316436,0.257626,0.0331577,-0.0631834,0.0915447,0.171227,-0.127549,-0.066757,0.0713185,-0.0867515,-0.0645031,-0.107418,0.0131246,-0.125323,-0.212372,0.228436,-0.141486,-0.286531,-0.0988986,0.104037,-0.0736347,-0.116554,0.16239,0.0432641,0.00893065,-0.154257,0.0171538,0.118077,-0.128302,-0.152316,0.114794
42,12.8952,-0.053559,0.0855762,0.172145,0.041803,-0.152984,0.0514193,-0.013536,0.0688192,0.0153524,0.157795,-0.0620152,0.049475,-0.064704,-0.148117,-0.0304077,0.135185,-0.174658,-0.0853143,-0.288414,-0.132027,0.121406,0.193084,-0.012742,-0.146806,0.0841546,-0.0670852,-0.0985615,-0.0928235,-0.19875,-0.240462,0.1469,-0.34716,-0.0663412,0.118906,0.155288,-0.106864,0.20982,-0.0788137,0.129405,-0.17965,-0.031065,-0.065283,-0.202731,0.0121201,0.109124,0.0161558,0.0935422,0.0138065,0.0338326,-0.12745,-0.169421,0.233701,-0.218211
43,-11.6129,0.010607,-0.115269,-0.117528,-0.01382,-0.093381,-0.280267,0.122507,-0.0694704,0.00238382,0.0398051,0.0782779,-0.021149,0.195729,0.105466,0.067474,-0.260635,0.140074,-0.0980574,-0.180764,-0.0608349,0.0533244,0.206392,0.226616,-0.0215522,0.0312291,0.176508,0.147861,0.026046,0.0674392,0.0201194,-0.033696,-0.108942,-0.0607359,0.140739,-0.00905067,-0.0286578,0.0485024,-0.144009,0.208462,-0.284511,-0.127892,0.130303,0.339922,0.291271,-0.137375,-0.0233928,0.119436,-0.0107933,-0.0170192,-0.0454326,0.022166,0.0966751,0.219783
44,11.5809,0.0775296,0.0798352,-0.062887,-0.336319,0.00640896,0.204889,-0.0135247,0.0571225,0.290754,-0.0247688,0.0233161,0.138275,0.0246418,-0.207338,0.0810251,-0.0214911,-0.0046719,-0.1888,-0.00662522,-0.085835,-0.129907,-0.131429,0.0926033,0.143381,0.080652,0.0549639,-0.11837,0.0296163,0.117075,0.265712,0.238362,-0.0827879,0.022435,-0.0684105,0.110271,-0.0763343,-0.184185,0.0972707,0.112754,-0.11852,0.147973,0.0387999,-0.0764595,0.112991,0.0506349,0.317028,-0.0250513,0.14871,-0.235318,-0.176746,0.125583,0.123445,0.110107
45,-8.9978,-0.146474,-0.0555715,0.10909,-0.183917,0.164255,-0.31299,0.0880538,0.0709285,-0.0827599,-0.116042,0.014176,0.109549,0.0749799,-0.0496271,0.0429842,-0.105108,-0.174018,0.0749692,0.1057,0.162553,0.10951,-0.00987759,-0.225117,-0.13471,-0.0845821,0.0279731,0.178405,-0.208494,0.122138,-0.0880576,0.173092,-0.182944,0.217513,-0.091133,0.225758,0.00652184,-0.00505697,0.165041,0.210526,-0.0448025,0.157066,-0.147998,-0.135034,0.175826,0.0609681,-0.177003,3.44787e-05,0.107167,0.0130025,0.104615,0.195595,-0.202132,0.0453684
46,8.81702,0.128034,-0.306165,-0.071119,-0.00740697,-0.122113,0.215632,0.0780713,0.00552518,0.0532651,-0.0287025,0.00405547,0.0141497,0.00198995,0.119126,0.0199981,-0.0419844,0.0637331,0.227415,-0.0403886,-0.194598,0.0509569,0.0368123,-0.223644,0.0993561,0.251427,0.0557235,-0.0832359,-0.0431112,-0.156319,-0.252193,0.187639,0.0697097,0.130892,-0.20111,0.0520814,0.0813681,-0.00832517,-0.0182779,0.107277,0.0940173,-0.0872709,0.0225637,0.0040568,0.243738,0.073411,0.035081,-0.152644,-0.272719,-0.0652615,-0.219339,-0.150087,-0.279466,0.148835
47,-7.73219,-0.207276,-0.0279496,-0.171871,-0.310709,0.0109525,-0.0490389,-0.0164633,0.0520702,-0.0960863,0.0257845,0.224682,0.00244762,-0.0622772,0.0930887,0.224633,0.02468,-0.132163,-0.0867591,-0.01612,0.118283,-0.146892,0.00290682,-0.00586937,0.0824946,-0.0866793,0.0139993,0.0348765,-0.0636301,-0.130797,-0.256648,-0.0575403,0.0697865,-0.220073,-0.0717064,-0.0879941,0.239515,0.209092,-0.0969839,-0.183317,0.00762211,0.193838,0.171705,0.0164268,0.0174194,0.395519,0.0321838,-0.0886621,0.0609495,0.114143,-0.103943,0.013794,0.160003,0.192603
48,6.82127,0.188949,-0.0259475,-0.0981707,0.13318,0.244743,0.0555971,0.0710313,0.125676,0.122534,-0.00874713,0.0100322,-0.161008,0.0377782,-0.105014,-0.0246863,-0.207764,-0.177036,-0.214951,-0.224419,0.161453,0.0461248,-0.108721,-0.0223326,0.0281407,7.50673e-05,-0.298723,-0.0685575,0.126951,-0.120998,-0.03472,-0.00140478,-0.105372,0.125491,-0.225438,-0.00450338,0.167497,0.0829317,0.151664,-0.0706742,0.111738,-0.096635,-0.0819558,0.0965878,0.00722937,-0.229753,-0.1945,0.0295786,0.0779904,0.207218,-0.288235,0.110967,0.153892,0.147732
49,-5.52118,0.148713,-0.198573,0.0419578,0.0167025,0.0881013,0.038206,-0.0376516,-0.177985,-0.157351,-0.0968135,0.291797,0.0506715,0.17702,-0.00552399,-0.0975563,-0.124803,-0.155249,0.0689777,-0.000688387,-0.17813,0.117405,-0.0921977,-0.0593752,0.169043,0.163891,0.0255427,0.135785,0.219826,-0.00726317,0.060368,-0.222978,-0.328641,-0.0762784,-0.0726189,0.126002,-0.0692578,0.026401,-0.0344388,-0.152133,-0.00576913,-0.0174461,0.044978,0.0507662,-0.0970297,0.201727,-0.0387546,-0.14841,-0.0714473,-0.200573,0.0425377,0.270868,0.112407,-0.276776
50,4.45358,0.00557123,0.308591,-0.137622,0.0517061,0.0217279,0.18826,0.347029,-0.232081,0.0656867,-0.0294938,0.137928,0.0183707,-0.0324382,-0.043817,0.036304,-0.277506,-0.143551,0.00786316,-0.0239917,0.158368,-0.123529,-0.17803,0.131836,0.0281332,0.218804,0.0750645,0.100341,-0.043231,-0.0411358,-0.159282,0.0623362,0.0981797,0.116855,0.131204,-0.136163,-0.250438,0.294199,-0.0865668,-0.0523786,-0.0738704,0.00317787,-0.223148,-0.0369809,-0.0051245,0.0269034,0.113174,0.0406272,-0.00940241,0.0374895,0.0884078,0.0393593,-0.226856,-0.080679
51,2.4304,0.16653,-0.144896,0.187173,0.0723953,-0.0640491,-0.102076,0.108008,0.0268169,-0.0392835,-0.000342542,0.0816046,0.260973,-0.273154,-0.0987061,0.187023,-0.17351,0.182513,0.0324295,-0.314205,0.0601611,-0.162478,0.289356,0.0621,-0.0148976,0.136092,0.0438828,-0.0671191,-0.283525,0.0352607,0.0940937,0.0129919,-0.0344434,0.153494,0.0938264,-0.126102,-0.00823598,-0.0753656,0.140235,-0.137471,0.184874,-0.0259498,-0.028153,-0.00279651,-0.265805,0.101617,-0.0587687,-0.181242,0.0196491,-0.0444484,0.0641436,0.138475,0.0828033,0.112354
52,-1.85355,0.0802749,0.0828957,0.0984257,0.0773705,-0.138551,-0.125634,0.245572,0.0144123,-0.0801731,0.214623,0.220725,-0.233119,0.0952156,0.105011,-0.000481996,0.236684,-0.0597752,-0.0630947,-0.0347506,0.023229,-0.0848971,0.0966169,-0.156236,0.298306,-0.0476351,0.0149435,-0.0361357,0.0992505,0.0815044,0.187949,0.0661728,0.0618419,0.106831,0.272944,0.0856156,0.0897522,0.0632807,0.392285,-0.120539,-0.0595594,0.158394,-0.114791,0.0621242,0.0488439,0.121355,-0.0610159,0.167253,-0.146761,-0.0972019,-0.167045,-0.089004,-0.0748895,-0.0129923
