Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54
37,-20.8853,0.206843,-0.177695,0.0100513,-0.153068,-0.0799799,0.0962753,0.0911735,-0.0265343,-0.102733,0.0354649,-0.127696,-0.0931396,0.120818,0.11952,-0.0694073,0.15514,0.0078644,0.0737183,-0.0817577,-0.148138,-0.0684798,0.0905722,0.054862,-0.181574,-0.276498,-0.000245029,-0.160289,0.0935875,0.0630307,0.153299,-0.0980266,-0.208828,0.154442,-0.00567587,-0.0208024,-0.0215669,0.11336,0.0791581,-0.00128495,0.0387164,-0.31473,0.142748,-0.0337952,-0.0716127,0.396635,-0.0018583,0.0912963,-0.0548884,-0.0070906,0.0749288,-0.256081,0.275651,-0.0985764,0.00308691,-0.107474
38,20.2578,-0.147008,-0.0207232,0.0607556,-0.0956631,-0.184196,-0.110483,-0.172501,0.217153,-0.282119,0.0784543,-0.133683,-0.117155,-0.139636,0.076304,0.198173,-0.0227159,-0.136465,-0.160523,-0.0823991,0.0829553,0.121118,0.115893,0.122086,0.0824252,0.0452314,0.0946762,0.0913522,-0.33502,-0.0162064,0.0277029,-0.0562844,0.0444513,-0.0149302,0.133058,-0.176871,-0.202506,-0.0367864,0.0904406,0.221823,-0.177582,-0.0139953,-0.0966963,-0.0107075,0.0257896,0.103758,0.169095,-0.250719,-0.0459445,0.0409988,-0.0313962,-0.0630447,0.0384827,-0.20684,-0.144916,-0.216646
39,-17.4867,0.177867,-0.317865,-0.0892342,0.0488663,0.123925,0.0571183,-0.224283,0.0451021,0.0288397,-0.127608,-0.140222,0.155286,0.130244,0.0889619,0.0653987,0.192886,0.0573226,-0.144606,0.0448909,0.115581,-0.0279673,-0.12977,-0.130341,0.00888903,-0.0471825,-0.180224,0.251157,0.0717037,0.0924171,-0.0884651,-0.189457,-0.00551543,-0.276453,0.298929,-0.00439567,-0.0682582,-0.0781407,0.11795,-0.048413,0.0167422,0.0812076,0.137797,0.0115911,-0.0541088,-0.138327,-0.0205867,-0.180477,-0.223434,0.103586,0.0246344,-0.0667015,0.190647,-0.070572,0.0413158,0.216015
40,16.7054,-0.174076,0.140887,-0.192138,-0.0120644,-0.0415971,0.137647,0.0635496,-0.0405326,-0.217817,-0.274406,-0.0744583,0.093189,0.172243,0.0433393,-0.169306,0.102574,-0.0871256,-0.02352,0.155224,0.148224,-0.019602,0.0347064,-0.0531855,-0.0512479,-0.0052705,-0.0809294,0.213825,-0.16902,-0.328519,-0.0180055,0.0568072,0.153897,0.129624,-0.140885,-0.0241334,0.276019,0.173343,0.01024,-0.0729301,-0.167539,0.0375604,0.0659914,-0.0152839,0.116592,0.0892185,-0.223668,-0.118441,0.128272,-0.0533112,0.0429235,-0.0941506,0.0873,-0.263974,0.137165,0.0821831
41,-15.0936,-0.0471386,0.12417,-0.0145762,-0.159334,-0.148661,0.030346,-0.0189856,-0.0312562,-0.195996,0.0561175,-0.0314797,0.168361,0.106627,-0.208235,0.00854145,0.351617,-0.0380554,0.0898225,0.015901,-0.243068,-0.015425,-0.17252,-0.240148,0.0126864,-0.0562681,0.211782,-0.00242262,0.112859,0.074248,-0.142181,-0.135573,0.145119,-0.0217853,0.0666194,0.0210924,0.0465187,-0.0950773,0.241426,0.00237236,-0.0914575,0.0789538,0.0330434,0.0230549,0.197507,-0.0717527,-0.128134,-0.0037434,0.0681573,-0.0718982,0.111504,0.0876118,0.0431248,0.253933,-0.23954,-0.308448
42,-14.4547,-0.174297,-0.167659,-0.0102056,-0.175512,0.023616,-0.259047,-0.0773212,-0.134466,-0.152536,0.160732,0.0723234,0.0988412,-0.0905264,-0.122339,-0.195535,-0.0999885,-0.0738136,0.126484,-0.0968216,0.206813,-0.146855,-0.057015,-0.0513933,-0.0687415,0.0722734,0.104264,-0.0753556,0.050444,0.128327,-0.140941,0.0703244,-0.251896,-0.113831,-0.145722,0.145283,0.215342,-0.264938,0.0318224,-0.0645584,-0.106967,-0.0280878,-0.104999,-0.300289,0.00517243,0.0330507,0.0448623,-0.0778764,-0.104364,-0.0116648,0.231798,0.0617681,0.113349,-0.238881,0.00918998,0.101593
43,14.3885,0.0636103,-0.160584,-0.209391,-0.262425,0.0538101,0.0122074,0.0543428,0.207795,0.121937,-0.256562,0.15198,0.0665185,0.0242729,-0.0747711,0.165043,0.0573307,-0.183363,-0.0431336,-0.102199,-0.158713,0.0824933,-0.159377,0.153077,-0.0921072,0.0904455,0.114074,0.0235649,0.213029,0.133974,0.0345858,-0.058104,-0.0487636,0.0896872,-0.0564715,-0.0390152,0.0237843,0.211212,-0.00949054,-0.10667,-0.159884,-0.0509912,-0.240189,0.0519691,0.0257542,-0.201382,0.308045,-0.061914,0.275485,-0.153141,0.00277762,-0.00333398,0.0281115,-0.171921,0.0416043,0.0821603
44,-12.4676,0.0458936,0.226845,0.0374547,0.0635484,-0.132767,0.142362,-0.0856866,0.19841,0.203796,0.0863629,-0.0232476,0.317522,-0.0561718,0.032361,-0.0415143,0.00419279,0.0197172,-0.0908193,0.186598,-0.0608855,-0.19196,0.103195,-0.169678,-0.249573,-0.0343537,-0.116934,-0.0241787,0.00139088,0.181435,0.30066,0.075898,-0.168174,-0.0981054,-0.0587828,-0.133284,0.035831,-0.0101173,-0.290209,0.139921,-0.166111,-0.00312773,-0.108025,0.132125,0.0213518,-0.0664331,-0.0537935,-0.10578,-0.0113234,0.105578,0.284817,0.0791412,0.0217683,-0.114537,-0.0921492,-0.0954185
45,-10.8045,-0.129009,-0.00847395,0.047093,0.0290128,-0.135867,0.321173,0.0694783,-0.0396461,-0.103868,0.0325958,0.144352,-0.00364663,0.00470385,-0.0309791,0.0490874,-0.116238,0.0668659,0.119552,-0.219464,-0.294216,-0.230535,0.112193,0.249281,0.119309,0.0246753,-0.000867513,0.109718,-0.0629784,0.257158,-0.132531,0.201685,0.0282791,0.056489,-0.0122084,-0.00420493,-0.0977418,0.0106187,0.0193354,0.0149476,0.000199937,0.0770447,0.106694,0.0526077,0.19106,-0.0741545,-0.0672943,-0.172925,-0.0067345,0.221025,-0.0139928,0.138839,0.348646,0.0280678,0.188866,0.169408
46,10.3948,-0.264672,0.00475525,0.0228713,0.0881655,0.0202094,-0.0734743,0.0217311,0.0174197,-0.0370147,-0.250186,0.000334905,0.0485124,-0.0342127,-0.119929,0.16512,-0.0327538,0.436613,-0.0693712,-0.0855812,0.235147,-0.0729213,0.0253326,0.0424492,-0.17293,0.141654,0.226157,0.0195039,0.275991,0.0317665,0.1647,-0.0165523,0.0890377,-0.0398035,-0.0566244,-0.0128019,-0.0610269,-0.0715625,0.0660357,-0.130083,0.0713277,-0.191921,0.219176,0.202562,-0.0669399,0.205496,-0.0339971,-0.14569,0.115029,0.0681318,-0.0562558,0.154329,0.0171281,-0.0719546,-0.198564,-0.00960658
47,7.80762,-0.0865169,-0.161927,0.078987,0.0898939,0.0933748,0.119588,-0.305282,0.0595897,0.134107,-0.0326937,0.00616388,-0.0281631,-0.299067,0.026007,-0.075927,0.260023,0.0866453,-0.0693591,0.175218,-0.0483932,-0.11779,0.0455162,-0.0298799,-0.017734,-0.0728426,0.216351,-0.164376,-0.0503102,0.0743707,-0.137659,-0.0396047,0.20194,-0.0106722,-0.192882,0.100366,0.0433132,0.200176,-0.0822785,0.12609,0.107886,0.135948,0.23706,-0.101194,0.149498,0.0465256,0.2138,0.113779,-0.068199,-0.148055,-0.0698434,0.115088,0.010411,-0.223695,0.182689,-0.133665
48,-7.6946,-0.114956,0.152605,-0.0761084,0.189592,-0.150055,-0.0899941,-0.00214697,-0.108909,0.235057,-0.0469383,-0.154788,-0.136702,0.14007,0.0299396,0.236639,0.103602,-0.0346863,0.211322,-0.130514,0.0833761,-0.0525776,0.131835,-0.117408,-0.104094,-0.14242,0.0639527,0.062353,-0.0371698,0.135073,-0.0748138,-0.17438,-0.260225,-0.0129539,-0.0902072,-0.0809108,-0.00710348,0.0924493,0.22064,0.257393,0.201734,0.169997,-0.0345604,-0.177024,0.0761183,-0.0968582,-0.0579397,0.0688489,0.253707,0.0810213,-0.0482048,-0.0293689,-0.0778048,-0.188813,-0.102382,0.188738
49,7.01555,-0.262168,-0.227962,0.233435,0.065433,0.0601729,0.0335543,-0.0434548,-0.263724,0.034973,-0.00277452,-0.144534,-0.0798372,0.136625,-0.0308708,0.0507158,-0.0265285,-0.0474104,-0.143466,0.262736,-0.218248,0.0357808,-0.105865,0.128627,-0.102353,0.247241,-0.0779965,0.298556,0.159542,0.153664,0.00256598,0.077819,-0.0434166,-0.0527185,0.0375645,-0.136377,0.160251,-0.104808,0.0236054,0.203507,-0.0808241,-0.0677628,-0.137268,0.0358232,0.129607,0.193275,0.013925,0.234242,0.0621247,0.0486587,-0.0113053,-0.12544,-0.125431,0.0124399,0.110948,-0.0917032
50,-4.08019,-0.0411106,-0.00376885,-0.0475176,-0.00256877,-0.022956,0.0648523,-0.0790969,-0.02783,-0.109888,0.0526124,-0.0372204,0.0231842,0.138861,0.252455,-0.00135397,-0.183761,0.0261702,0.231324,0.17724,0.152071,0.00893806,-0.300322,-0.099691,-0.157636,0.0688472,0.350822,0.0176685,-0.0375304,0.214625,-0.107202,0.203672,-0.0597918,0.1582,0.127066,-0.243086,-0.184842,0.153668,-0.217529,-0.130345,0.0911209,-0.0843773,0.0690757,-0.0785283,0.0507357,-0.195536,-0.119013,-0.0138669,-0.12429,-0.116109,-0.129009,-0.165689,-0.0393675,-0.0205335,-0.0350847,-0.0682835
51,3.92204,-0.171466,-0.131251,0.0951617,0.106556,0.00840606,-0.0922932,0.10042,-0.00716679,-0.00804158,-0.0815565,0.0781131,0.0829067,-0.162954,-0.151398,0.0548453,0.0140112,-0.0793361,0.124087,0.0717419,0.154835,0.0568526,0.0586849,-0.0582407,-0.296498,-0.268201,-0.130197,-0.141083,-0.162548,0.0703511,-0.177371,-0.0311096,0.142285,-0.0481327,0.331839,0.215296,-0.203978,0.0595702,-0.072806,-0.156136,-0.0684049,-0.138342,-0.258053,0.13794,0.180924,0.0171365,-0.109224,0.171704,0.168303,0.17204,-0.018326,-0.0314874,0.0616501,-0.0378527,0.127948,-0.0434891
52,3.2161,0.0781218,-0.00732052,-0.0387043,-0.240509,-0.0809945,0.0322642,0.187312,-0.0549158,0.176667,0.0860374,-0.150955,-0.138482,-0.267466,-0.0159801,-0.0588453,-0.161759,0.167845,-0.292934,0.0160264,0.069321,-0.0429657,-0.17625,0.0149349,-0.00553281,-0.0833621,-0.0385383,0.0303769,-0.0109061,0.156899,-0.283306,-0.0968514,0.107597,-0.0255207,-0.160352,0.00771972,0.114864,0.196603,-0.0539227,0.00184105,-0.281198,0.0302454,0.103441,-0.0855005,-0.0426024,-0.0473541,-0.141957,0.0264526,0.075533,0.287986,-0.103497,-0.189883,0.0146858,0.033933,-0.279043,0.0233988
53,0.852498,0.106193,0.0431635,0.173144,0.125079,-0.0648219,-0.138299,0.19788,0.331806,-0.0585148,-0.00627037,-0.0502265,-0.02405,0.0805255,0.196456,0.00519677,-0.278043,-0.181797,-0.166618,-0.0333082,-0.109987,-0.066962,-0.212569,-0.0267297,-0.0859663,0.0717287,0.077489,-0.0724394,0.163854,-0.20572,-0.00588004,-0.103417,-0.00867669,-0.277547,-0.129009,0.097387,-0.0277922,0.0349198,0.174634,0.00717847,0.119202,-0.125175,0.093489,-0.0705805,0.315902,-0.100985,-0.143353,0.0646089,-0.0463467,0.123307,-0.0192407,0.11348,0.0394755,-0.151639,0.166908,-0.120357
54,-0.0165492,0.116972,0.0473394,0.056177,0.0196651,0.0492731,0.0124704,-0.10488,0.0276375,0.0489182,-0.243164,-0.100178,0.0708274,0.00313521,-0.256176,-0.235603,0.00690211,-0.0849512,-0.108005,-0.220704,0.179184,-0.167899,0.00406066,-0.0887683,0.253773,0.135509,0.295392,-0.0764146,-0.125591,0.0897231,0.178348,-0.0650359,-0.0830105,0.0740634,0.0568382,-0.117134,0.0538403,0.127581,0.043311,0.0205778,-0.0133933,-0.0377674,-0.213767,0.146304,0.281627,0.10659,-0.0247971,0.213088,-0.225548,0.165673,-0.0900424,-0.132083,-0.00715791,0.106206,0.0106377,0.15935
